1.21074 -0.130843 254.999
0.345762 0.333689 5.01352
-0.595932 -0.745649 123.72
0.918449 -0.666252 227.956
1.96162 1.56707 521.166
0.932731 0.293978 33.1832
-1.85956 -0.905776 1912.4
-1.16235 -1.60835 880.48
-1.54051 1.76774 43.1091
-1.83634 -1.78293 2665.52
-1.05716 -0.54617 281.041
-1.3368 -0.167014 387.29
0.999719 1.85251 72.773
-1.32798 1.8377 5.96938
-0.822399 1.73145 114.647
-0.60294 -1.4551 333.312
1.45048 1.0313 115.247
-0.946857 1.76201 78.6942
0.503703 -1.17005 202.957
-1.01244 1.21419 7.62759
-1.61586 1.07645 242.328
-0.619543 1.74553 188.045
0.981686 0.207849 57.1325
1.46944 0.416203 304.046
1.14458 -1.43153 751.651
0.468245 -0.945102 135.855
1.72886 1.0725 367.817
-1.3982 -1.14767 968.381
1.25541 0.745041 69.1248
1.24105 -1.29332 802.945
-1.55592 -1.70969 1712.7
-1.27901 1.57347 5.58316
-0.625145 1.05231 46.4003
0.304563 -1.56051 273.813
-0.822303 -0.509394 143.88
-1.27646 0.04676 255.641
-1.73454 -0.344255 1131.65
-0.068449 -1.71949 298.421
-0.828411 1.06335 17.5627
1.94475 0.163296 1310.44
-1.60779 -1.27821 1499.24
0.78069 0.840875 5.40261
1.86877 1.97282 231.632
1.35673 -1.48606 1106.87
0.61152 1.48653 123.933
1.52153 1.04795 160.829
-0.222324 0.092072 1.67593
1.89255 0.095684 1216.07
0.697981 1.12612 40.9164
-0.64621 -1.68152 443.336
-0.481615 1.27657 111.318
1.30005 -1.89493 1285.35
-0.376201 -1.55086 288.312
0.411897 -0.209443 14.7177
1.09101 0.645578 29.6817
-1.54324 1.94793 25.274
0.067867 -1.74309 306.312
-0.054809 -0.356517 14.0382
-0.294796 1.08643 101.582
-0.735262 -1.66172 488.037
0.666648 1.22379 60.8536
1.62488 -0.516558 996.933
-0.93158 -0.4138 167.991
0.510905 -1.61126 350.783
0.399386 -0.520119 46.5502
-1.87575 1.18931 550.753
0.272233 0.851987 61.0388
1.38729 1.60983 10.0561
-0.787286 -1.48748 447.264
-0.010768 -0.217464 5.75576
0.852192 -0.333115 112.243
-1.86663 1.85414 273.962
-0.674171 1.76705 175.08
-0.068482 0.150092 3.25583
1.15589 -0.970818 532.201
1.16845 -0.899186 512.807
-1.63007 -1.85949 2046.89
0.396669 -0.23178 15.5059
-0.108944 -0.660645 46.4572
-1.2404 -0.894257 596.901
0.365726 0.319879 3.8665
-1.6191 -1.52519 1726.36
-0.310494 -0.627286 54.0905
-0.955675 1.34577 22.5267
1.31581 0.001752 299.252
1.66893 1.80304 96.9345
-1.85059 -0.996837 1963.11
-0.759013 1.87025 170.576
0.002059 -0.354723 13.579
0.77477 -0.957399 242.684
-0.208372 -1.93807 394.089
1.71394 1.10263 337.222
1.75756 0.158534 859.355
0.49694 0.490428 6.18125
1.54432 -1.50203 1511.13
-0.057216 1.30779 171.293
1.0784 -1.88258 927.529
-1.98306 1.42283 638.76
1.11899 0.245975 101.25
1.93038 -1.1058 2335.85
